# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
AL, 05, 2026090112, 03, FNV3,   0, 293N,  930W,  35, 1003, XX,  34, NEQ,   20,   20,     ,   20,     ,     ,   5,
EP, 13, 2026090112, 03, FNV3, 246, 246N, 1520W,  46,  998, XX,  64, NEQ,    1,    1,    0,    1,     ,     ,  45,
EP, 13, 2026090112, 03, FNV3, 252, 249N, 1529W,  46,  997, XX,  34, NEQ,   70,   51,   36,   57,     ,     ,  41,
EP, 13, 2026090112, 03, FNV3, 252, 249N, 1529W,  46,  997, XX,  50, NEQ,   12,    4,    3,    5,     ,     ,  41,
EP, 13, 2026090112, 03, FNV3, 252, 249N, 1529W,  46,  997, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  41,
EP, 13, 2026090112, 03, FNV3, 258, 251N, 1547W,  46,  999, XX,  34, NEQ,   72,   53,   37,   52,     ,     ,  43,
EP, 13, 2026090112, 03, FNV3, 258, 251N, 1547W,  46,  999, XX,  50, NEQ,   15,    3,    2,    3,     ,     ,  43,
EP, 13, 2026090112, 03, FNV3, 258, 251N, 1547W,  46,  999, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  43,
EP, 13, 2026090112, 03, FNV3, 264, 252N, 1561W,  44,  999, XX,  34, NEQ,   81,   59,   42,   59,     ,     ,  51,
EP, 13, 2026090112, 03, FNV3, 264, 252N, 1561W,  44,  999, XX,  50, NEQ,   13,    5,    4,    5,     ,     ,  51,
EP, 13, 2026090112, 03, FNV3, 264, 252N, 1561W,  44,  999, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  51,
EP, 13, 2026090112, 03, FNV3, 270, 251N, 1584W,  47,  998, XX,  34, NEQ,   67,   51,   35,   50,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 270, 251N, 1584W,  47,  998, XX,  50, NEQ,   10,    6,    4,    5,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 270, 251N, 1584W,  47,  998, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 276, 256N, 1596W,  42,  999, XX,  34, NEQ,   52,   28,   18,   29,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 276, 256N, 1596W,  42,  999, XX,  50, NEQ,    9,    5,    3,    5,     ,     ,  39,
EP, 13, 2026090112, 03, FNV3, 276, 256N, 1596W,  42,  999, XX,  64, NEQ,    2,    2,    1,    1,     ,     ,  39,
WP, 17, 2026090112, 03, FNV3,   0, 208N, 1157E,  35,  993, XX,  34, NEQ,     ,  140,     ,     ,     ,     ,  60,
WP, 17, 2026090112, 03, FNV3,   6, 213N, 1162E,  34,  993, XX,  34, NEQ,   19,   20,   17,   19,     ,     ,  59,
WP, 17, 2026090112, 03, FNV3,  12, 216N, 1167E,  34,  992, XX,  34, NEQ,   18,   22,   16,   12,     ,     ,  51,
WP, 17, 2026090112, 03, FNV3,  18, 219N, 1173E,  36,  991, XX,  34, NEQ,   27,   30,   24,   20,     ,     ,  47,
WP, 17, 2026090112, 03, FNV3,  24, 223N, 1176E,  38,  990, XX,  34, NEQ,   44,   42,   36,   36,     ,     ,  46,
WP, 17, 2026090112, 03, FNV3,  24, 223N, 1176E,  38,  990, XX,  50, NEQ,    0,    0,    1,    0,     ,     ,  46,
WP, 17, 2026090112, 03, FNV3,  30, 227N, 1176E,  39,  990, XX,  34, NEQ,   45,   40,   36,   36,     ,     ,  40,
WP, 17, 2026090112, 03, FNV3,  30, 227N, 1176E,  39,  990, XX,  50, NEQ,    0,    1,    0,    1,     ,     ,  40,
WP, 17, 2026090112, 03, FNV3,  36, 230N, 1173E,  38,  991, XX,  34, NEQ,   33,   27,   29,   28,     ,     ,  38,
WP, 17, 2026090112, 03, FNV3,  42, 232N, 1166E,  35,  991, XX,  34, NEQ,   21,   16,   15,   17,     ,     ,  30,
WP, 17, 2026090112, 03, FNV3,  48, 232N, 1160E,  33,  994, XX,  34, NEQ,   15,   11,   11,   14,     ,     ,  30,
WP, 17, 2026090112, 03, FNV3,  54, 232N, 1153E,  29,  998, XX,  34, NEQ,   13,    9,    7,    9,     ,     ,  39,
WP, 17, 2026090112, 03, FNV3,  60, 231N, 1145E,  26,  999, XX,  34, NEQ,    7,    3,    2,    3,     ,     ,  37,
WP, 17, 2026090112, 03, FNV3,  66, 230N, 1137E,  24,  999, XX,  34, NEQ,    4,    4,    3,    4,     ,     ,  46,
WP, 17, 2026090112, 03, FNV3,  72, 228N, 1128E,  22, 1002, XX,  34, NEQ,    2,    1,    1,    1,     ,     ,  45,
WP, 17, 2026090112, 03, FNV3,  78, 223N, 1121E,  25, 1002, XX,  34, NEQ,    5,    1,    1,    2,     ,     ,  44,
WP, 17, 2026090112, 03, FNV3,  84, 218N, 1115E,  22, 1003, XX,  34, NEQ,    0,    0,    0,    0,     ,     ,  40,
WP, 22, 2026090112, 03, FNV3,   0, 220N, 1327E,  35,  993, XX,  34, NEQ,  120,  120,  150,     ,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3,   6, 218N, 1334E,  32,  996, XX,  34, NEQ,   16,   13,   10,   12,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3,  12, 223N, 1331E,  32,  995, XX,  34, NEQ,   29,   25,   21,   21,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3,  18, 229N, 1325E,  32,  995, XX,  34, NEQ,   26,   18,   14,   18,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3,  24, 234N, 1319E,  34,  994, XX,  34, NEQ,   42,   31,   25,   29,     ,     ,  62,
WP, 22, 2026090112, 03, FNV3,  30, 240N, 1312E,  36,  992, XX,  34, NEQ,   56,   43,   34,   38,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3,  36, 248N, 1306E,  37,  992, XX,  34, NEQ,   53,   41,   29,   30,     ,     ,  58,
WP, 22, 2026090112, 03, FNV3,  36, 248N, 1306E,  37,  992, XX,  50, NEQ,    0,    0,    0,    1,     ,     ,  58,
WP, 22, 2026090112, 03, FNV3,  42, 256N, 1300E,  39,  990, XX,  34, NEQ,   54,   41,   30,   33,     ,     ,  50,
WP, 22, 2026090112, 03, FNV3,  42, 256N, 1300E,  39,  990, XX,  50, NEQ,    2,    0,    0,    0,     ,     ,  50,
WP, 22, 2026090112, 03, FNV3,  48, 263N, 1294E,  41,  988, XX,  34, NEQ,   78,   64,   47,   54,     ,     ,  47,
WP, 22, 2026090112, 03, FNV3,  48, 263N, 1294E,  41,  988, XX,  50, NEQ,    4,    1,    1,    1,     ,     ,  47,
WP, 22, 2026090112, 03, FNV3,  54, 269N, 1289E,  42,  988, XX,  34, NEQ,   84,   68,   50,   58,     ,     ,  50,
WP, 22, 2026090112, 03, FNV3,  54, 269N, 1289E,  42,  988, XX,  50, NEQ,    6,    2,    2,    2,     ,     ,  50,
WP, 22, 2026090112, 03, FNV3,  60, 273N, 1284E,  43,  987, XX,  34, NEQ,   88,   70,   54,   61,     ,     ,  48,
WP, 22, 2026090112, 03, FNV3,  60, 273N, 1284E,  43,  987, XX,  50, NEQ,    8,    3,    3,    3,     ,     ,  48,
WP, 22, 2026090112, 03, FNV3,  66, 274N, 1283E,  44,  986, XX,  34, NEQ,  106,   93,   74,   79,     ,     ,  58,
WP, 22, 2026090112, 03, FNV3,  66, 274N, 1283E,  44,  986, XX,  50, NEQ,    6,    5,    4,    4,     ,     ,  58,
WP, 22, 2026090112, 03, FNV3,  72, 271N, 1285E,  44,  985, XX,  34, NEQ,  112,  109,   93,   94,     ,     ,  54,
WP, 22, 2026090112, 03, FNV3,  72, 271N, 1285E,  44,  985, XX,  50, NEQ,    8,    5,    3,    5,     ,     ,  54,
WP, 22, 2026090112, 03, FNV3,  78, 269N, 1287E,  44,  985, XX,  34, NEQ,   98,   98,   76,   81,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3,  78, 269N, 1287E,  44,  985, XX,  50, NEQ,    7,    4,    3,    3,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3,  84, 266N, 1291E,  43,  985, XX,  34, NEQ,  116,  117,  101,  103,     ,     ,  57,
WP, 22, 2026090112, 03, FNV3,  84, 266N, 1291E,  43,  985, XX,  50, NEQ,    5,    5,    4,    5,     ,     ,  57,
WP, 22, 2026090112, 03, FNV3,  90, 263N, 1295E,  44,  984, XX,  34, NEQ,  132,  133,  115,  118,     ,     ,  62,
WP, 22, 2026090112, 03, FNV3,  90, 263N, 1295E,  44,  984, XX,  50, NEQ,    5,    7,    5,    5,     ,     ,  62,
WP, 22, 2026090112, 03, FNV3,  96, 260N, 1299E,  43,  984, XX,  34, NEQ,  105,  103,   95,   94,     ,     ,  59,
WP, 22, 2026090112, 03, FNV3,  96, 260N, 1299E,  43,  984, XX,  50, NEQ,    3,    3,    3,    2,     ,     ,  59,
WP, 22, 2026090112, 03, FNV3,  96, 260N, 1299E,  43,  984, XX,  64, NEQ,    1,    0,    0,    0,     ,     ,  59,
WP, 22, 2026090112, 03, FNV3, 102, 259N, 1302E,  41,  985, XX,  34, NEQ,   89,   96,   80,   81,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3, 102, 259N, 1302E,  41,  985, XX,  50, NEQ,    1,    0,    1,    0,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3, 108, 259N, 1306E,  40,  985, XX,  34, NEQ,   87,   87,   77,   76,     ,     ,  65,
WP, 22, 2026090112, 03, FNV3, 108, 259N, 1306E,  40,  985, XX,  50, NEQ,    0,    2,    0,    0,     ,     ,  65,
WP, 22, 2026090112, 03, FNV3, 114, 260N, 1309E,  40,  986, XX,  34, NEQ,   96,   92,   78,   80,     ,     ,  66,
WP, 22, 2026090112, 03, FNV3, 114, 260N, 1309E,  40,  986, XX,  50, NEQ,    2,    2,    1,    1,     ,     ,  66,
WP, 22, 2026090112, 03, FNV3, 120, 261N, 1313E,  40,  986, XX,  34, NEQ,   96,   96,   83,   84,     ,     ,  58,
WP, 22, 2026090112, 03, FNV3, 120, 261N, 1313E,  40,  986, XX,  50, NEQ,    2,    1,    0,    2,     ,     ,  58,
WP, 22, 2026090112, 03, FNV3, 126, 265N, 1315E,  41,  986, XX,  34, NEQ,   89,   87,   74,   74,     ,     ,  61,
WP, 22, 2026090112, 03, FNV3, 126, 265N, 1315E,  41,  986, XX,  50, NEQ,    2,    3,    0,    0,     ,     ,  61,
WP, 22, 2026090112, 03, FNV3, 132, 269N, 1315E,  40,  987, XX,  34, NEQ,   91,   91,   77,   78,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3, 132, 269N, 1315E,  40,  987, XX,  50, NEQ,    2,    2,    2,    2,     ,     ,  60,
WP, 22, 2026090112, 03, FNV3, 138, 274N, 1314E,  39,  987, XX,  34, NEQ,   96,   94,   72,   77,     ,     ,  62,
WP, 22, 2026090112, 03, FNV3, 138, 274N, 1314E,  39,  987, XX,  50, NEQ,    4,    1,    1,    1,     ,     ,  62,
WP, 22, 2026090112, 03, FNV3, 144, 278N, 1312E,  42,  986, XX,  34, NEQ,   88,   80,   64,   72,     ,     ,  52,
WP, 22, 2026090112, 03, FNV3, 144, 278N, 1312E,  42,  986, XX,  50, NEQ,    6,    3,    3,    2,     ,     ,  52,
WP, 22, 2026090112, 03, FNV3, 150, 284N, 1308E,  43,  986, XX,  34, NEQ,  103,   92,   76,   83,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3, 150, 284N, 1308E,  43,  986, XX,  50, NEQ,    9,    6,    4,    5,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3, 150, 284N, 1308E,  43,  986, XX,  64, NEQ,    2,    0,    0,    0,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3, 156, 289N, 1301E,  43,  985, XX,  34, NEQ,  104,   91,   77,   83,     ,     ,  57,
WP, 22, 2026090112, 03, FNV3, 156, 289N, 1301E,  43,  985, XX,  50, NEQ,   11,    7,    6,    6,     ,     ,  57,
WP, 22, 2026090112, 03, FNV3, 156, 289N, 1301E,  43,  985, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  57,
WP, 22, 2026090112, 03, FNV3, 162, 293N, 1294E,  47,  984, XX,  34, NEQ,  124,  115,   93,  103,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3, 162, 293N, 1294E,  47,  984, XX,  50, NEQ,   21,   13,    9,   12,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3, 162, 293N, 1294E,  47,  984, XX,  64, NEQ,    2,    0,    0,    0,     ,     ,  53,
WP, 22, 2026090112, 03, FNV3, 168, 297N, 1289E,  48,  984, XX,  34, NEQ,  116,  104,   86,   97,     ,     ,  49,
WP, 22, 2026090112, 03, FNV3, 168, 297N, 1289E,  48,  984, XX,  50, NEQ,   15,   12,    8,   12,     ,     ,  49,
WP, 22, 2026090112, 03, FNV3, 168, 297N, 1289E,  48,  984, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  49,
WP, 22, 2026090112, 03, FNV3, 174, 302N, 1285E,  48,  984, XX,  34, NEQ,  102,   90,   74,   87,     ,     ,  44,
WP, 22, 2026090112, 03, FNV3, 174, 302N, 1285E,  48,  984, XX,  50, NEQ,   18,   13,   10,   11,     ,     ,  44,
WP, 22, 2026090112, 03, FNV3, 174, 302N, 1285E,  48,  984, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  44,
WP, 22, 2026090112, 03, FNV3, 180, 308N, 1283E,  47,  985, XX,  34, NEQ,  108,  100,   81,   89,     ,     ,  46,
WP, 22, 2026090112, 03, FNV3, 180, 308N, 1283E,  47,  985, XX,  50, NEQ,   21,   18,   13,   14,     ,     ,  46,
WP, 22, 2026090112, 03, FNV3, 180, 308N, 1283E,  47,  985, XX,  64, NEQ,    3,    3,    2,    3,     ,     ,  46,
WP, 22, 2026090112, 03, FNV3, 186, 312N, 1281E,  45,  985, XX,  34, NEQ,  103,   93,   77,   84,     ,     ,  49,
WP, 22, 2026090112, 03, FNV3, 186, 312N, 1281E,  45,  985, XX,  50, NEQ,   14,   12,    9,   12,     ,     ,  49,
WP, 22, 2026090112, 03, FNV3, 186, 312N, 1281E,  45,  985, XX,  64, NEQ,    2,    1,    1,    1,     ,     ,  49,
WP, 22, 2026090112, 03, FNV3, 192, 316N, 1280E,  46,  986, XX,  34, NEQ,   89,   81,   68,   75,     ,     ,  40,
WP, 22, 2026090112, 03, FNV3, 192, 316N, 1280E,  46,  986, XX,  50, NEQ,   18,   12,   10,   11,     ,     ,  40,
WP, 22, 2026090112, 03, FNV3, 192, 316N, 1280E,  46,  986, XX,  64, NEQ,    2,    2,    2,    2,     ,     ,  40,
WP, 22, 2026090112, 03, FNV3, 198, 321N, 1283E,  44,  988, XX,  34, NEQ,   92,   86,   73,   78,     ,     ,  48,
WP, 22, 2026090112, 03, FNV3, 198, 321N, 1283E,  44,  988, XX,  50, NEQ,   13,   11,    8,    9,     ,     ,  48,
WP, 22, 2026090112, 03, FNV3, 198, 321N, 1283E,  44,  988, XX,  64, NEQ,    0,    0,    0,    1,     ,     ,  48,
WP, 22, 2026090112, 03, FNV3, 204, 322N, 1285E,  41,  991, XX,  34, NEQ,   66,   63,   50,   55,     ,     ,  42,
WP, 22, 2026090112, 03, FNV3, 204, 322N, 1285E,  41,  991, XX,  50, NEQ,   11,    9,    7,    8,     ,     ,  42,
WP, 22, 2026090112, 03, FNV3, 204, 322N, 1285E,  41,  991, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  42,
WP, 22, 2026090112, 03, FNV3, 210, 326N, 1287E,  39,  992, XX,  34, NEQ,   55,   54,   42,   46,     ,     ,  46,
WP, 22, 2026090112, 03, FNV3, 210, 326N, 1287E,  39,  992, XX,  50, NEQ,    4,    5,    3,    5,     ,     ,  46,
WP, 22, 2026090112, 03, FNV3, 210, 326N, 1287E,  39,  992, XX,  64, NEQ,    3,    1,    1,    1,     ,     ,  46,
WP, 22, 2026090112, 03, FNV3, 216, 332N, 1294E,  37,  995, XX,  34, NEQ,   53,   52,   40,   43,     ,     ,  43,
WP, 22, 2026090112, 03, FNV3, 216, 332N, 1294E,  37,  995, XX,  50, NEQ,    9,    8,    7,    7,     ,     ,  43,
WP, 22, 2026090112, 03, FNV3, 216, 332N, 1294E,  37,  995, XX,  64, NEQ,    1,    1,    1,    1,     ,     ,  43,
WP, 22, 2026090112, 03, FNV3, 222, 327N, 1281E,  37,  996, XX,  34, NEQ,   46,   49,   35,   37,     ,     ,  43,
WP, 22, 2026090112, 03, FNV3, 222, 327N, 1281E,  37,  996, XX,  50, NEQ,    3,    2,    2,    0,     ,     ,  43,
WP, 22, 2026090112, 03, FNV3, 228, 317N, 1261E,  37,  996, XX,  34, NEQ,   46,   45,   34,   36,     ,     ,  42,
WP, 22, 2026090112, 03, FNV3, 228, 317N, 1261E,  37,  996, XX,  50, NEQ,    8,    9,    5,    5,     ,     ,  42,
WP, 22, 2026090112, 03, FNV3, 228, 317N, 1261E,  37,  996, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  42,
WP, 22, 2026090112, 03, FNV3, 234, 325N, 1275E,  40,  995, XX,  34, NEQ,   57,   52,   39,   42,     ,     ,  39,
WP, 22, 2026090112, 03, FNV3, 234, 325N, 1275E,  40,  995, XX,  50, NEQ,    9,    5,    4,    4,     ,     ,  39,
WP, 22, 2026090112, 03, FNV3, 234, 325N, 1275E,  40,  995, XX,  64, NEQ,    2,    2,    1,    2,     ,     ,  39,
